,Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status
70652,20110823X73652,Accident,2011,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,,0.0,0.0,1.0,0.0,VMC,"The pilots failure to maintain adequate airspeed during an attempt to execute a go-around with a tailwind condition, which resulted in an aerodynamic stall and spin."
70654,20110824X01438,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Maule,M-5-210C,1.0,HARRIS CHET A,0.0,0.0,0.0,2.0,VMC,The pilot's failure to go-around soon enough to preclude the necessity of a forced landing due to the airplane's inability to outclimb ascending terrain.
70657,20110825X22531,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,"William M. Toney, II",0.0,0.0,0.0,3.0,VMC,"The pilot's decision to takeoff with an unfavorable wind which resulted in a loss of directional control, and collision with terrain."
70658,20110825X50808,Accident,2011,IL,United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's loss of airplane control during the landing roll.
70660,20110913X63156,Accident,2011,IL,United States,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,,0.0,0.0,0.0,1.0,VMC,A failure of a spring in the main landing gear actuation system that prevented the landing gear from extending.
70664,20110906X43645,Accident,2011,CO,United States,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,ON FILE,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain aircraft control during the landing.
70666,20110909X05142,Accident,2011,MD,United States,Non-Fatal,Substantial,Airplane,Piper,PA-44-180,2.0,"Washington Int'l Flight Academy, LLC",0.0,0.0,0.0,2.0,VMC,The pilot's decision to continue taxiing with restricted windshield visibility.
70667,20110922X40818,Accident,2011,CO,United States,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,WOZNIAK MARTIN,0.0,0.0,0.0,3.0,VMC,The pilot's failure to maintain airplane control during the aborted takeoff.
70669,20110827X41343,Accident,2011,WA,United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,,0.0,0.0,0.0,2.0,VMC,"The student pilot's inadvertent application of the brakes during the landing roll, which resulted in the airplane nosing over."
70670,20110829X25527,Accident,2011,MN,United States,Non-Fatal,Substantial,Airplane,Cessna,182C,1.0,,0.0,0.0,0.0,4.0,VMC,The pilot's delayed decision to land the airplane when he realized the airplane's performance was insufficient to clear approaching terrain during the initial climb after takeoff. Contributing to the accident was the pilot's inadequate preflight planning.
70672,20110828X55900,Accident,2011,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,BOKK JOHN,0.0,0.0,1.0,0.0,VMC,The pilot's loss of directional control for undetermined reasons.
70673,20110828X60215,Accident,2011,CA,United States,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,MCCOY JOSEPH W,0.0,0.0,0.0,2.0,VMC,"The pilots mismanagement of the fuel supply, which resulted in a loss of engine power due to fuel starvation."
70683,20110830X40209,Accident,2011,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,172F,1.0,,0.0,2.0,0.0,0.0,VMC,The pilots misjudgment of his final approach path. Contributing to the accident was the pilots inadequate preflight planning.
70685,20110830X51207,Accident,2011,MI,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to perform a go-around when the airplane was not in a position to make a safe landing and his excessive use of bank control during the landing attempt, which resulted in the wing striking the ground."
70686,20110830X51857,Accident,2011,ID,United States,Non-Fatal,Substantial,Airplane,Maule,M-6-235,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilots failure to maintain directional control during the landing rollout in a gusty, crosswind condition."
70687,20110830X53111,Accident,2011,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Justice Aviation,0.0,0.0,1.0,0.0,VMC,The student pilots misjudged approach and landing attempt. Contributing to the accident was a lack of airspeed due to a blocked pitot tube.
70691,20110830X45215,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,FEJES GUIDE SERVICE LTD,0.0,0.0,0.0,2.0,VMC,"The pilot inadvertently switching off the engine magnetos during the initial climb, resulting in a loss of engine power. Contributing to the accident was the manufacturer's placement of the magneto switches."
70692,20110831X50614,Accident,2011,OK,United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,1.0,,0.0,1.0,0.0,0.0,VMC,A total loss of engine power in flight due to fuel starvation as a result of the pilots inadequate fuel management.
70696,20110901X11509,Accident,2011,WA,United States,Non-Fatal,Substantial,Airplane,Cessna,TU206F,1.0,ELLIS CHARLES T TRUSTEE,0.0,1.0,0.0,0.0,VMC,The total loss of engine power as a result of fuel exhaustion due to the pilot's inadequate in-flight planning.
70697,20110901X20946,Accident,2011,OH,United States,Non-Fatal,Substantial,Airplane,Piper,L-21B,1.0,William C. Schillig,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control of the airplane during landing.
70698,20110914X90042,Accident,2011,MA,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Alpha One Flight Service,0.0,0.0,0.0,1.0,VMC,The pilot's inadequate flare and improper recovery from a bounced landing.
70699,20110921X03500,Accident,2011,OH,United States,Non-Fatal,Substantial,Airplane,Cessna,175,1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's delayed application of carburetor heat while operating in conditions conducive to carburetor icing.
70701,20110901X34119,Accident,2011,MA,United States,Fatal,Destroyed,Airplane,Piper,PA-28-181,1.0,,1.0,0.0,1.0,0.0,VMC,The pilots failure to maintain adequate clearance from trees and terrain during the initial climb. Contributing was spatial disorientation due to a vestibular illusion and the pilots likely impairment due to alcohol consumption.
70703,20110901X74125,Accident,2011,IN,United States,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,,0.0,0.0,0.0,2.0,VMC,The pilots loss of directional control during landing. Contributing to the accident was the wear in the tailwheel assembly.
70707,20110928X35518,Accident,2011,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,NOSLEN ENTERPRISES,0.0,0.0,0.0,1.0,VMC,The pilot's excessive use of brakes during the landing.
70711,20110904X00636,Accident,2011,AK,United States,Fatal,Destroyed,Airplane,Cessna,208B,1.0,Grant Aviation,1.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain adequate clearance while performing an unexpected and unannounced abrupt maneuver, resulting in a midair collision between the two airplanes."
70713,20110903X50008,Accident,2011,NV,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Mark W. Switzer,0.0,1.0,0.0,1.0,VMC,The pilots decision to land at an unknown off-airport location.
70721,20111109X65832,Accident,2011,TX,United States,Non-Fatal,Substantial,Airplane,Piper,J3L-65,1.0,,0.0,1.0,0.0,0.0,VMC,"The pilots failure to maintain directional control during taxi, which resulted in a runway excursion."
70722,20110904X11902,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,STOTT DAVID L,0.0,0.0,0.0,2.0,VMC,The pilot's continued visual flight into instrument meteorological conditions.
70723,20110904X12448,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,RICHARDSON JAMES K,0.0,0.0,1.0,0.0,VMC,"The pilot inadvertently switched off the engine magnetos during short final approach, which resulted in a loss of engine power. Contributing to the accident was the manufacturer's placement of the magneto switches in the cabin."
70728,20110906X04202,Accident,2011,CA,United States,Fatal,Destroyed,Airplane,Cessna,P210,1.0,Walter L Johnson Trustee,2.0,0.0,0.0,0.0,VMC,The pilots intentional low-altitude maneuvering and failure to maintain clearance from terrain due to distraction.
70733,20110928X74502,Accident,2011,AZ,United States,Non-Fatal,Substantial,Airplane,Piper,PA-44-180,2.0,BIRD ACQUISITION LLC,0.0,0.0,0.0,2.0,VMC,"The pilot's improper flare and hard landing, which resulted in the failure of the nose landing gear drag link in overstress."
70734,20110930X35345,Accident,2011,CO,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-108,1.0,ENSZ WESTON L,0.0,0.0,0.0,1.0,VMC,"The student pilot's loss of control while landing, which resulted in a ground loop."
70735,20110904X12946,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,RODRIGUEZ GAMALIEL I,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain adequate airspeed during takeoff, resulting in an aerodynamic stall and collision with the water."
70736,20110905X01931,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,Joseph Gugel,0.0,0.0,0.0,1.0,VMC,"The fracture of a hydraulic brake line fitting due to incorrect installation of the brake line by the pilot/owner, which resulted in a loss of brake pressure and subsequent loss of directional control during the landing roll."
70737,20110905X05230,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,FINN LUNOE,0.0,0.0,0.0,2.0,VMC,The pilot's misidentification of the runway environment in dusk light conditions. 
70738,20110906X61506,Accident,2011,WY,United States,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,BOWKER RONNEY M,0.0,0.0,4.0,0.0,VMC,A loss of engine power during an attempted go-around for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.
70740,20110906X64626,Accident,2011,MN,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,UNIVERSITY OF NORTH DAKOTA,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper flare, which resulted in a hard landing."
70743,20110908X65838,Accident,2011,MT,United States,Non-Fatal,Substantial,Airplane,Cessna,182D,1.0,LIEDTKA MARK T,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain clearance from an obstacle during the landing flare.
70744,20110915X90632,Accident,2011,MD,United States,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,,0.0,0.0,0.0,1.0,IMC,The pilot did not maintain directional control during the landing roll.
70747,20110909X34254,Accident,2011,TX,United States,Non-Fatal,Substantial,Airplane,Beech,95-B55 (T42A),2.0,,0.0,0.0,0.0,1.0,VMC,"The pilots improper fuel management during cruise flight, which resulted in a total loss of engine power due to fuel starvation."
70748,20110912X83401,Accident,2011,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Accelerated 360,0.0,0.0,0.0,2.0,VMC,The flight instructors delayed remedial action and failure to maintain airplane control while performing a simulated aborted landing.
70750,20110930X40215,Accident,2011,CO,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,VALENTINE DAVID L,0.0,1.0,0.0,2.0,VMC,The airplanes diminished climb performance due to the pilot not leaning the engine mixture enough prior to takeoff in high density altitude conditions and at nearly maximum gross takeoff weight.
70751,20111014X52230,Accident,2011,KS,United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,58P INC,0.0,0.0,0.0,1.0,VMC,"The pilot's improper recovery from a bounced landing, which resulted in a loss of control."
70752,20120224X42146,Accident,2011,FL,United States,Non-Fatal,Unknown,Airplane,Boeing,737 7H4,2.0,Southwest Airlines,0.0,0.0,1.0,141.0,VMC,An encounter with convective turbulence during the descent.
70754,20110908X35846,Accident,2011,OH,United States,Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,1.0,Jeffrey S. Watson,1.0,0.0,0.0,0.0,IMC,"The pilots improper decision to fly aerobatic maneuvers at low altitude, which resulted in a loss of control and impact with terrain. Contributing to the accident was the pilots impairment due to his recent use of multiple impairing drugs. 
"
70755,20110908X84911,Accident,2011,AZ,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Westwind School of Aeronautics LLC,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during the landing roll.
70756,20110909X00232,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18A 150,1.0,George Campbell,0.0,0.0,0.0,1.0,VMC,The total loss of engine power for undetermined reasons.
70762,20110912X00844,Accident,2011,AZ,United States,Non-Fatal,Substantial,Airplane,Maule,M-4-220C,1.0,,0.0,1.0,0.0,0.0,VMC,"The pilots failure to maintain directional control during the landing, which resulted in a ground loop. "
70771,20110912X00553,Accident,2011,IN,United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,1.0,Pilot,0.0,2.0,0.0,0.0,VMC,The loss of engine power following takeoff for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.
70772,20110914X74317,Accident,2011,MI,United States,Non-Fatal,Substantial,Airplane,Piper,PA16,1.0,,0.0,0.0,0.0,2.0,IMC,The pilot's loss of directional control during the takeoff roll and the flight instructor's inability to apply remedial action due to the opposite corrective control inputs by the pilot.
70775,20110915X91632,Accident,2011,AR,United States,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,FLY-A-WAY LLC,0.0,0.0,0.0,2.0,VMC,The flight instructor's inadvertent braking during taxi.
70777,20110913X21254,Accident,2011,ID,United States,Fatal,Substantial,Airplane,Cessna,182H,1.0,REDING JERRY R,2.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain airplane control due to spatial disorientation while executing a turn to reverse his course in dark night and low-visibility conditions. Contributing to the accident was the pilot's decision to initiate the flight into an area of known low visibility.
70778,20110915X13430,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,HANKS DON N,0.0,0.0,0.0,2.0,VMC,"The pilot's decision to takeoff with a tailwind, which resulted in a runway excursion."
70780,20110909X31047,Accident,2011,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,180A,1.0,JURENKA TERRY,0.0,0.0,0.0,2.0,VMC,"The pilot's loss of control when encountering a downdraft during the initial climb after takeoff, resulting in a collision with terrain."
70781,20110914X11455,Accident,2011,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Orlando Flight Training,0.0,0.0,0.0,1.0,IMC,"The student pilot's improper flare, which resulted in a hard landing and subsequent loss of directional control."
70782,20110914X91417,Accident,2011,UT,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's selection of unsuitable terrain for landing, which resulted in a nose over."
70783,20110916X71710,Accident,2011,IL,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,AGRI BUSINESS AVIATION INC,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to conduct a go-around due to his excessive airspeed while on approach to land, which resulted in a runway excursion."
